time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-27T22:15:59.590Z,35.79266667,-96.64316667,6.97,0.88,ml,23,83,0.1277749262,0.2,ok,ok2020moxq,2020-06-29T18:11:46.610Z,"5 km NNE of Stroud, Oklahoma",earthquake,,0.6,0.24,6,reviewed,ok,ok
2020-06-27T22:13:28.300Z,34.8593333,-85.3565,12,2.67,md,28,82,0.1166,0.16,se,se60298122,2020-07-10T02:55:49.040Z,"6 km WSW of Chickamauga, Georgia",earthquake,0.28,0.68,0.096,19,reviewed,se,se
2020-06-27T22:10:36.190Z,38.19,-117.7805,12,1.3,ml,16,69.46,0.055,0.06,nn,nn00754651,2020-06-27T22:35:56.408Z,"36 km SE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-06-27T22:10:35.770Z,36.4408333,-117.9646667,8.49,1.28,ml,14,139,0.09314,0.12,ci,ci39270727,2020-06-29T00:04:14.202Z,"18km NNE of Olancha, CA",earthquake,0.26,0.53,0.117,9,reviewed,ci,ci
2020-06-27T22:10:29.380Z,36.4421667,-117.9561667,10.13,1.87,ml,11,79,0.1,0.14,ci,ci39270719,2020-06-28T23:41:42.574Z,"18km NNE of Olancha, CA",earthquake,0.37,0.91,0.392,3,reviewed,ci,ci
2020-06-27T22:08:37.670Z,44.5295,-115.2451667,7.26,2.44,ml,15,83,0.439,0.26,mb,mb80443494,2020-07-02T22:31:54.500Z,"42 km NW of Stanley, Idaho",earthquake,0.49,1.36,0.258,9,reviewed,mb,mb
2020-06-27T22:02:57.117Z,65.2759,-162.9986,4.2,2.2,ml,,,,0.58,ak,ak02088eb7mj,2020-07-07T22:27:15.641Z,"69 km NNE of White Mountain, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T22:01:05.030Z,61.7481,-150.8679,62.3,1.1,ml,,,,0.42,ak,ak02088eavuu,2020-07-07T22:27:14.269Z,"29 km NW of Susitna, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2020-06-27T21:56:10.400Z,36.36,-97.359,7.59,1.25,ml,26,113,0.1412722776,0.26,ok,ok2020mowz,2020-06-29T21:25:45.424Z,"10 km NW of Perry, Oklahoma",earthquake,,1.1,0.27,6,reviewed,ok,ok
2020-06-27T21:53:33.753Z,61.6876,-151.496,13.7,1.3,ml,,,,0.61,ak,ak02088e0nmu,2020-07-07T22:27:13.100Z,"34 km S of Skwentna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-27T21:51:40.520Z,33.6815,-116.754,15.32,1.55,ml,45,25,0.04448,0.21,ci,ci39270679,2020-06-29T13:48:52.660Z,"7km SSW of Idyllwild, CA",earthquake,0.24,0.51,0.181,28,reviewed,ci,ci
2020-06-27T21:44:59.790Z,38.1733,-117.957,13.3,1.8,ml,20,81.5,0.023,0.22,nn,nn00754646,2020-06-27T21:52:30.419Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-27T21:42:01.840Z,38.1282,-118.0135,1.7,1.3,ml,9,109.04,0.038,0.11,nn,nn00754644,2020-06-27T21:45:45.858Z,"30 km SSE of Mina, Nevada",earthquake,,10.3,,,automatic,nn,nn
2020-06-27T21:38:43.130Z,38.187,-117.9937,10.3,1.2,ml,14,81.32,0.015,0.17,nn,nn00754642,2020-06-27T21:43:26.454Z,"24 km SSE of Mina, Nevada",earthquake,,6.1,,,automatic,nn,nn
2020-06-27T21:36:38.170Z,17.978,-66.766,5,2.91,md,22,178,0.1132,0.19,pr,pr2020179013,2020-06-28T14:20:13.975Z,"4 km S of Magas Arriba, Puerto Rico",earthquake,0.47,0.32,0.43,21,reviewed,pr,pr
2020-06-27T21:35:55.066Z,51.5986,177.9994,54.72,4,mb,,162,0.485,0.76,us,us7000ad82,2020-07-15T23:01:54.886Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.9,7,0.074,49,reviewed,us,us
2020-06-27T21:35:47.673Z,63.0529,-150.1708,12.5,1.2,ml,,,,0.67,ak,ak02088dwtus,2020-07-07T22:27:11.868Z,"67 km N of Chase, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T21:29:38.520Z,36.1256667,-117.8866667,3.32,0.82,ml,14,196,0.02699,0.09,ci,ci39270671,2020-06-28T23:38:20.557Z,"10km NNE of Coso Junction, CA",earthquake,0.28,0.32,0.043,7,reviewed,ci,ci
2020-06-27T21:29:10.570Z,36.0075,-117.3761667,3.79,0.72,ml,14,57,0.1386,0.1,ci,ci37449133,2020-06-28T23:29:39.516Z,"27km N of Searles Valley, CA",earthquake,0.18,0.66,0.259,6,reviewed,ci,ci
2020-06-27T21:29:02.080Z,36.1243333,-117.8878333,3.32,0.16,ml,8,216,0.02753,0.06,ci,ci37449141,2020-06-28T23:33:46.522Z,"10km NNE of Coso Junction, CA",earthquake,0.26,0.27,0.048,2,reviewed,ci,ci
2020-06-27T21:28:49.370Z,38.0262,-118.0988,0.7,1,ml,11,199.98,0.047,0.12,nn,nn00754640,2020-06-27T21:40:05.196Z,"39 km N of Dyer, Nevada",earthquake,,12.3,,,automatic,nn,nn
2020-06-27T21:27:09.780Z,34.1676667,-117.3885,10.89,0.96,ml,30,77,0.04204,0.14,ci,ci39270655,2020-06-29T16:18:11.090Z,"4km WNW of Muscoy, CA",earthquake,0.22,0.3,0.095,19,reviewed,ci,ci
2020-06-27T21:24:23.846Z,60.1509,-153.1638,136.6,1.5,ml,,,,0.3,ak,ak02088dufbb,2020-07-07T22:27:09.398Z,"64 km E of Port Alsworth, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-27T21:20:30.390Z,38.8131676,-122.8146667,2.97,0.84,md,24,73,0.01082,0.02,nc,nc73417941,2020-06-27T22:15:04.581Z,"6km NW of The Geysers, CA",earthquake,0.24,0.57,0.24,4,automatic,nc,nc
2020-06-27T21:19:43.420Z,37.6545,-118.7993333,2.88,0.8,md,14,137,0.02702,0.02,nc,nc73417936,2020-06-29T18:14:02.791Z,"15km NW of Toms Place, CA",earthquake,0.37,0.48,0.109,10,reviewed,nc,nc
2020-06-27T21:17:51.263Z,33.8758,141.5992,10,4.7,mb,,123,1.673,0.77,us,us7000ad7w,2020-07-08T05:29:11.040Z,"183 km SE of Katsuura, Japan",earthquake,4.9,1.8,0.057,95,reviewed,us,us
2020-06-27T21:17:37.890Z,37.652,-118.8075,3.51,1.21,md,19,96,0.02653,0.09,nc,nc73417931,2020-06-29T21:54:03.415Z,"15km NW of Toms Place, CA",earthquake,0.29,0.5,0.337,16,reviewed,nc,nc
2020-06-27T21:15:22.450Z,37.653,-118.8161667,2.26,1.14,md,15,188,0.02168,0.08,nc,nc73417921,2020-06-29T01:28:03.073Z,"14km E of Mammoth Lakes, CA",earthquake,0.53,0.95,0.101,12,reviewed,nc,nc
2020-06-27T21:14:52.010Z,38.8171654,-122.8113327,3.1,1.08,md,26,43,0.006298,0.03,nc,nc73417916,2020-06-27T23:16:03.138Z,"6km NW of The Geysers, CA",earthquake,0.22,0.49,0.14,6,automatic,nc,nc
2020-06-27T21:10:30.760Z,35.8726667,-117.7018333,9.85,0.81,ml,19,71,0.08195,0.08,ci,ci39270623,2020-07-02T16:11:59.661Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.35,0.116,8,reviewed,ci,ci
2020-06-27T21:01:19.566Z,60.9758,-150.931,10.3,0.9,ml,,,,0.52,ak,ak02088dphaf,2020-07-07T22:27:08.314Z,"14 km WNW of Point Possession, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-06-27T20:53:55.650Z,58.2515,-155.1348333,5.27,0.06,ml,13,135,0.02819,0.23,av,av62188286,2020-06-29T20:43:00.870Z,"86 km NNW of Karluk, Alaska",earthquake,0.65,0.86,0.215,11,reviewed,av,av
2020-06-27T20:49:52.730Z,18.9108333333333,-155.277833333333,25.89,3.16,ml,56,267,,0.12,hv,hv72018552,2020-07-08T04:56:14.040Z,"36 km ESE of Naalehu, Hawaii",earthquake,0.5,1.78,0.192140317629278,39,reviewed,hv,hv
2020-06-27T20:47:39.790Z,38.8381653,-122.7838364,1.59,0.56,md,9,83,0.005088,0.01,nc,nc73417906,2020-06-27T22:20:04.614Z,"6km WNW of Cobb, CA",earthquake,0.67,1.36,,1,automatic,nc,nc
2020-06-27T20:40:17.800Z,36.36883333,-97.37366667,6.49,1.24,ml,47,61,0.1169770451,0.27,ok,ok2020moul,2020-06-29T21:03:15.704Z,"11 km NW of Perry, Oklahoma",earthquake,,0.6,0.17,8,reviewed,ok,ok
2020-06-27T20:31:02.050Z,35.6718333,-117.5195,9.28,1.11,ml,25,152,0.0971,0.14,ci,ci39270575,2020-07-02T16:08:25.893Z,"15km SW of Searles Valley, CA",earthquake,0.22,0.55,0.109,15,reviewed,ci,ci
2020-06-27T20:28:41.516Z,62.9733,-148.9262,19.8,1.1,ml,,,,0.56,ak,ak02088d9vre,2020-07-07T22:27:07.042Z,"46 km S of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-27T20:27:40.040Z,38.1673,-117.7568,10,1.8,ml,17,83.42,0.055,0.07,nn,nn00754633,2020-06-27T20:33:28.717Z,"39 km SE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-06-27T20:18:06.290Z,52.0453333,-176.12,2.5,-0.24,ml,4,131,0.01907,0.13,av,av70905089,2020-06-29T21:05:14.100Z,"40 km ENE of Adak, Alaska",earthquake,0.43,1.08,0.186,4,reviewed,av,av
2020-06-27T20:16:26.300Z,38.1702,-118.008,3.7,1.4,ml,13,104.14,0.031,0.09,nn,nn00754630,2020-06-27T20:27:26.928Z,"25 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-27T20:14:17.537Z,51.6178,-178.5073,6.6,1.9,ml,,,,0.56,ak,ak02088d6twk,2020-07-07T22:27:05.971Z,"132 km WSW of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-06-27T20:12:15.970Z,38.1687,-117.9715,1.6,0.8,ml,10,97.02,0.028,0.23,nn,nn00754628,2020-06-27T20:17:25.421Z,"27 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-06-27T20:10:15.050Z,38.2097,-117.7267,5,1.1,ml,14,118.72,0.028,0.04,nn,nn00754626,2020-06-27T20:13:46.499Z,"38 km ESE of Mina, Nevada",earthquake,,3.7,,,automatic,nn,nn
2020-06-27T20:07:12.622Z,-30.1741,-72.1707,11.34,3.9,mwr,,194,0.679,0.69,us,us7000ad74,2020-07-08T04:13:55.040Z,"83 km WSW of Coquimbo, Chile",earthquake,3.9,3.9,0.042,54,reviewed,us,us
2020-06-27T20:06:34.910Z,38.6736667,-119.5561667,-0.99,2.68,md,32,109,0.1927,0.07,nc,nc73417896,2020-07-08T04:09:43.040Z,"21km E of Markleeville, CA",earthquake,0.18,2.3,0.284,48,reviewed,nc,nc
2020-06-27T20:06:04.470Z,35.8611667,-117.6678333,9.78,0.69,ml,15,93,0.07294,0.13,ci,ci39270559,2020-06-28T23:27:52.499Z,"23km ESE of Little Lake, CA",earthquake,0.21,0.47,0.12,8,reviewed,ci,ci
2020-06-27T20:04:53.349Z,38.183,-117.7441,9.2,2.1,ml,26,49.85,0.045,0.1235,nn,nn00754620,2020-06-29T21:31:25.552Z,"39 km SE of Mina, Nevada",earthquake,,0.9,0.3,8,reviewed,nn,nn
2020-06-27T20:00:14.071Z,57.3676,-155.1695,52.1,2.3,ml,,,,0.41,ak,ak02088d3tjk,2020-07-07T22:27:04.747Z,"48 km WSW of Karluk, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2020-06-27T19:58:51.260Z,40.4278333,-121.2741667,5.18,0.97,md,8,161,0.1179,0.05,nc,nc73417891,2020-06-28T00:16:04.776Z,"14km NNW of Chester, CA",earthquake,1.02,1.99,0.205,6,reviewed,nc,nc
2020-06-27T19:51:02.650Z,40.4311667,-121.2713333,3.49,0.91,md,5,167,0.1209,0.04,nc,nc73417886,2020-06-28T00:05:05.268Z,"14km NNW of Chester, CA",earthquake,1.21,4.31,0.165,5,reviewed,nc,nc
2020-06-27T19:48:17.570Z,38.1362,-118.0887,0,1.4,ml,14,151.69,0.054,0.29,nn,nn00754617,2020-06-27T20:05:26.377Z,"28 km S of Mina, Nevada",earthquake,,22,,,automatic,nn,nn
2020-06-27T19:45:48.410Z,37.4491667,-120.0528333,24.04,1.91,md,8,137,0.1118,0.12,nc,nc73417881,2020-06-28T02:25:03.186Z,"9km WSW of Mariposa, CA",earthquake,0.57,0.7,0.323,8,reviewed,nc,nc
2020-06-27T19:39:17.070Z,38.1512,-117.969,9.6,0.8,ml,12,93.67,0.019,0.04,nn,nn00754615,2020-06-27T19:49:45.412Z,"29 km SSE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-27T19:31:49.407Z,65.2543,-162.9925,1.7,2.1,ml,,,,0.5,ak,ak02088cp3wb,2020-07-07T22:27:03.507Z,"66 km NNE of White Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-27T19:23:19.600Z,40.4753333,-121.5183333,2.55,0.21,md,6,155,0.01112,0.02,nc,nc73417871,2020-06-27T23:41:04.131Z,"14km NNE of Mineral, CA",earthquake,0.73,0.48,0.213,6,reviewed,nc,nc
2020-06-27T19:22:02.710Z,38.1883,-117.9562,9.3,1.1,ml,15,133.71,0.01,0.15,nn,nn00754611,2020-06-27T19:36:33.196Z,"26 km SSE of Mina, Nevada",earthquake,,1.7,,,automatic,nn,nn
2020-06-27T19:21:14.130Z,38.1677,-117.956,13.8,0.8,ml,10,131.44,0.066,0.04,nn,nn00754610,2020-06-27T19:36:24.180Z,"28 km SSE of Mina, Nevada",earthquake,,8,,,automatic,nn,nn
2020-06-27T19:15:48.134Z,65.3001,-163.0187,12.8,2.8,ml,,82,0.293,0.54,us,us7000ad6l,2020-07-08T03:26:58.040Z,"71 km NNE of White Mountain, Alaska",earthquake,2.5,5.8,0.046,62,reviewed,us,us
2020-06-27T19:10:39.710Z,40.767,-112.0981667,8.29,0.01,md,5,121,0.02029,0.05,uu,uu60399012,2020-06-29T15:30:35.540Z,"6 km N of Magna, Utah",earthquake,0.49,1.09,0.09,3,reviewed,uu,uu
2020-06-27T19:10:28.200Z,38.1695,-117.8378,10.3,1.3,ml,18,102.79,0.013,0.07,nn,nn00754606,2020-06-27T19:22:47.509Z,"34 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-06-27T19:10:19.007Z,65.2969,-162.9777,9.3,3,ml,,,,0.65,ak,ak02088ckjid,2020-07-15T23:01:53.962Z,"71 km NNE of White Mountain, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-27T19:08:54.540Z,40.6538333,-121.4916667,2.59,1.55,md,9,168,0.1575,0.09,nc,nc73417866,2020-06-28T01:56:03.004Z,"22km NE of Viola, CA",earthquake,0.8,6.91,0.285,12,reviewed,nc,nc
2020-06-27T19:08:04.940Z,40.7453333,-112.0803333,10.33,0.4,md,6,155,0.008305,0.08,uu,uu60023199,2020-06-29T15:46:03.940Z,"4 km NNE of Magna, Utah",earthquake,0.71,0.51,0.251,4,reviewed,uu,uu
2020-06-27T19:03:14.074Z,64.9885,-147.3675,0,1.9,ml,,,,0.33,ak,ak02088cj14b,2020-07-07T22:27:00.953Z,"12 km ENE of Fox, Alaska",explosion,,0,,,reviewed,ak,ak
2020-06-27T19:02:53.450Z,40.7361667,-112.0673333,7.39,0.37,md,12,92,0.01918,0.09,uu,uu60399002,2020-06-29T15:28:29.880Z,"4 km NE of Magna, Utah",earthquake,0.43,0.66,0.091,4,reviewed,uu,uu
2020-06-27T19:02:51.920Z,36.4663333,-117.9535,10.63,1.02,ml,17,159,0.1055,0.2,ci,ci37449117,2020-06-28T05:30:18.341Z,"17km SE of Lone Pine, CA",earthquake,0.49,1.31,0.091,4,reviewed,ci,ci
2020-06-27T19:02:07.100Z,36.4501667,-117.9865,5.98,1.37,ml,26,76,0.07622,0.2,ci,ci39270447,2020-06-28T05:27:32.322Z,"17km SSE of Lone Pine, CA",earthquake,0.27,0.74,0.171,18,reviewed,ci,ci
2020-06-27T19:01:57.470Z,40.7696667,-112.0853333,9.27,0.25,md,7,120,0.01704,0.09,uu,uu60398997,2020-06-29T15:26:21.380Z,"6 km NNE of Magna, Utah",earthquake,0.45,1.31,0.129,3,reviewed,uu,uu
2020-06-27T18:55:14.400Z,35.6585,-117.5053333,2.72,1.1,ml,27,80,0.07998,0.14,ci,ci39270431,2020-07-02T16:01:20.908Z,"15km SW of Searles Valley, CA",earthquake,0.2,0.36,0.203,15,reviewed,ci,ci
2020-06-27T18:54:33.380Z,51.9535,178.4048333,5.92,0.13,ml,4,334,0.06603,0.07,av,av62188241,2020-06-29T21:28:16.980Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.24,1.32,0.251,4,reviewed,av,av
2020-06-27T18:53:02.780Z,36.4546667,-117.9733333,7.07,1.22,ml,19,154,0.08739,0.2,ci,ci39270439,2020-06-28T05:14:26.221Z,"17km SSE of Lone Pine, CA",earthquake,0.4,1.07,0.275,4,reviewed,ci,ci
2020-06-27T18:49:22.090Z,35.8798333,-117.6981667,4.05,0.37,ml,13,74,0.07822,0.11,ci,ci39270423,2020-06-28T05:08:32.185Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.54,0.03,4,reviewed,ci,ci
2020-06-27T18:49:04.220Z,36.4571667,-117.9898333,7.92,1,ml,7,161,0.07485,0.16,ci,ci37449109,2020-06-28T05:16:43.233Z,"16km SSE of Lone Pine, CA",earthquake,0.56,1.38,0.264,2,reviewed,ci,ci
2020-06-27T18:47:58.705Z,60.4883,-142.9878,5.7,0.8,ml,,,,0.6,ak,ak02088c77q3,2020-07-07T22:26:59.707Z,"105 km S of McCarthy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-06-27T18:39:40.760Z,36.454,-117.9966667,6.35,1.51,ml,28,82,0.06878,0.24,ci,ci39270415,2020-06-28T05:06:41.715Z,"16km SSE of Lone Pine, CA",earthquake,0.34,0.94,0.163,18,reviewed,ci,ci
2020-06-27T18:38:56.773Z,65.2683,-162.9566,4.9,2.5,ml,,,,0.59,ak,ak02088c5af9,2020-07-07T22:26:58.512Z,"68 km NNE of White Mountain, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-06-27T18:34:10.840Z,40.7648333,-112.0913333,9.88,0.19,md,6,116,0.06485,0.08,uu,uu60398992,2020-06-29T15:24:46.480Z,"6 km N of Magna, Utah",earthquake,0.47,1.74,0.613,3,reviewed,uu,uu
2020-06-27T18:31:49.460Z,65.4521,-149.9928,14.9,0.6,ml,,,,0.66,ak,ak02088c3obn,2020-07-07T22:26:57.340Z,"10 km SE of Rampart, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-06-27T18:31:09.640Z,37.5165,-118.8345,0.02,0.98,md,19,186,0.07352,0.03,nc,nc73417861,2020-06-29T19:03:04.358Z,"14km WSW of Toms Place, CA",earthquake,0.58,31.61,0.179,15,reviewed,nc,nc
2020-06-27T18:30:48.870Z,40.765,-112.0823333,9.93,0.92,ml,14,95,0.04319,0.1,uu,uu60398982,2020-06-29T13:29:59.060Z,"6 km NNE of Magna, Utah",earthquake,0.31,0.88,0.151,2,reviewed,uu,uu
2020-06-27T18:29:05.339Z,-33.407,-178.1816,10,4.9,mb,,59,4.154,0.71,us,us7000ad60,2020-06-27T19:32:21.040Z,"south of the Kermadec Islands",earthquake,9.9,1.8,0.058,100,reviewed,us,us
2020-06-27T18:26:13.430Z,40.7645,-112.1013333,7.36,0.49,md,7,142,0.02072,0.1,uu,uu60398977,2020-06-29T14:21:18.320Z,"6 km N of Magna, Utah",earthquake,1.03,1.79,0.077,4,reviewed,uu,uu
2020-06-27T18:18:40.982Z,63.2158,-149.896,97.4,1.2,ml,,,,0.42,ak,ak02088c0vcp,2020-07-07T22:26:56.119Z,"51 km WSW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-27T18:17:36.250Z,36.4515,-117.9993333,4.49,1.57,ml,26,82,0.0662,0.21,ci,ci39270367,2020-06-28T05:01:22.779Z,"16km SSE of Lone Pine, CA",earthquake,0.29,0.84,0.154,20,reviewed,ci,ci
2020-06-27T18:14:23.320Z,41.4878333,-112.3375,-1.72,1.06,ml,10,102,0.1102,0.12,uu,uu60398972,2020-06-29T14:28:00.880Z,"20 km WSW of Corinne, Utah",earthquake,0.59,3.2,0.15,4,reviewed,uu,uu
2020-06-27T18:14:20.260Z,44.5111667,-115.2588333,11.04,2.34,ml,12,83,0.418,0.27,mb,mb80443379,2020-07-02T15:04:43.656Z,"41 km NW of Stanley, Idaho",earthquake,0.66,1.4,0.211,10,reviewed,mb,mb
2020-06-27T18:13:19.890Z,19.1725006103516,-155.466339111328,33.7299995422363,1.87,md,36,161,,0.129999995,hv,hv72018417,2020-06-27T18:16:35.070Z,"3 km SSE of P?hala, Hawaii",earthquake,0.74,1.01999998,0.800000012,3,automatic,hv,hv
2020-06-27T18:12:17.793Z,38.1551,-117.8965,7.2,2,ml,19,47.77,0.02,0.1587,nn,nn00754589,2020-06-28T02:20:27.218Z,"32 km SE of Mina, Nevada",earthquake,,0.7,0.2,3,reviewed,nn,nn
2020-06-27T18:10:30.641Z,51.5466,-179.5615,73,1.8,ml,,,,0.27,ak,ak02088bz47l,2020-07-07T22:26:54.987Z,"205 km WSW of Adak, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-06-27T18:05:28.760Z,35.9511667,-117.67,3.28,-0.06,ml,4,175,0.01625,0.1,ci,ci37449101,2020-06-28T04:55:32.835Z,"21km E of Little Lake, CA",earthquake,0.7,0.61,0.102,1,reviewed,ci,ci
2020-06-27T18:05:23.020Z,36.4556667,-117.9486667,9.43,1.32,ml,21,67,0.1072,0.19,ci,ci39270311,2020-06-28T04:54:16.022Z,"18km SE of Lone Pine, CA",earthquake,0.29,0.62,0.156,16,reviewed,ci,ci
2020-06-27T18:03:54.369Z,33.974,-97.157,17.3,1.95,ml,16,128,0.02609487929,0.35,ok,ok2020moph,2020-06-29T20:52:14.862Z,"5 km NW of Marietta, Oklahoma",earthquake,,1.4,0.34,4,reviewed,ok,ok
2020-06-27T18:02:12.240Z,33.6991667,-117.408,5.64,0.87,ml,10,124,0.04699,0.14,ci,ci39270303,2020-06-28T04:51:14.324Z,"8km WNW of Lake Elsinore, CA",earthquake,0.29,0.63,0.058,1,reviewed,ci,ci
2020-06-27T18:00:42.010Z,38.152,-117.9533,12.3,1.1,ml,10,92.78,0.016,0.14,nn,nn00754586,2020-06-27T18:06:05.536Z,"29 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-06-27T17:58:07.540Z,35.9818333,-117.7445,2.9,0.53,ml,15,88,0.04644,0.1,ci,ci39270295,2020-07-02T15:56:35.893Z,"15km ENE of Little Lake, CA",earthquake,0.16,0.53,0.032,3,reviewed,ci,ci
2020-06-27T17:57:56.470Z,38.8301667,-122.802,1.82,2.13,md,57,40,0.009246,0.07,nc,nc73417851,2020-07-02T04:26:03.737Z,"7km W of Cobb, CA",earthquake,0.14,0.21,0.18,25,reviewed,nc,nc
2020-06-27T17:53:13.761Z,66.0807,-148.5176,2.4,1.2,ml,,,,0.87,ak,ak02088bmvos,2020-06-27T17:57:51.115Z,"27 km ENE of Stevens Village, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-06-27T17:52:42.690Z,51.97,178.414,6.86,1.14,ml,4,339,0.06236,0.04,av,av62188231,2020-06-29T21:01:52.890Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.3,0.72,0.325,3,reviewed,av,av
2020-06-27T17:52:19.520Z,33.5118333,-116.5343333,10.52,1.57,ml,79,30,0.04563,0.18,ci,ci39270279,2020-07-02T15:52:19.135Z,"14km ESE of Anza, CA",earthquake,0.13,0.21,0.181,49,reviewed,ci,ci
2020-06-27T17:47:32.824Z,51.259,-177.0959,28.8,2.2,ml,,,,0.51,ak,ak02088blmzq,2020-07-07T22:26:53.883Z,"75 km SSW of Adak, Alaska",earthquake,,6.5,,,reviewed,ak,ak
2020-06-27T17:47:19.846Z,38.1965,-117.7663,3.5,2.4,ml,28,47.6,0.035,0.1766,nn,nn00754582,2020-06-28T04:36:11.697Z,"36 km SE of Mina, Nevada",earthquake,,1,0.37,13,reviewed,nn,nn
2020-06-27T17:44:56.590Z,19.1896667480469,-155.461166381836,34.2900009155273,2.27,ml,49,148,,0.109999999,hv,hv72018387,2020-06-30T14:42:56.040Z,"2 km SE of P?hala, Hawaii",earthquake,0.61,0.810000002,3.31,20,automatic,hv,hv
2020-06-27T17:44:27.010Z,36.434,-117.9596667,3.69,2.32,ml,31,60,0.09734,0.16,ci,ci39270255,2020-07-02T15:29:19.868Z,"17km NNE of Olancha, CA",earthquake,0.2,0.69,0.146,39,reviewed,ci,ci
2020-06-27T17:43:52.600Z,17.9598,-66.9591,11,2.77,md,16,191,0.0814,0.18,pr,pr2020179012,2020-06-27T18:17:43.236Z,"5 km SW of Fuig, Puerto Rico",earthquake,0.64,0.42,0.4,12,reviewed,pr,pr
2020-06-27T17:38:11.750Z,36.36366667,-97.37,7.67,1.5,ml,46,56,0.1115781046,0.24,ok,ok2020mool,2020-06-29T20:39:36.077Z,"11 km NW of Perry, Oklahoma",earthquake,,0.8,0.22,8,reviewed,ok,ok
2020-06-27T17:38:03.870Z,36.4425,-117.9713333,4.84,2.1,ml,31,67,0.08779,0.2,ci,ci39270247,2020-06-28T00:27:37.470Z,"18km N of Olancha, CA",earthquake,0.24,0.9,0.096,26,reviewed,ci,ci
2020-06-27T17:35:46.450Z,38.1772,-117.7588,12.7,1.2,ml,11,124.47,0.043,0.04,nn,nn00754574,2020-06-27T17:39:26.406Z,"38 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-27T17:32:51.106Z,61.8106,-149.3791,35.3,1.6,ml,,,,0.41,ak,ak02088bighe,2020-07-07T22:26:52.712Z,"10 km NW of Fishhook, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-06-27T17:32:13.110Z,37.9595,-118.6757,0.3,1,ml,9,175.3,0.315,0.15,nn,nn00754573,2020-06-27T17:37:11.408Z,"23 km NW of Benton, California",earthquake,,11.8,,,automatic,nn,nn
2020-06-27T17:29:59.780Z,36.0438333,-117.4881667,1.74,0.4,ml,11,152,0.1419,0.11,ci,ci39270231,2020-06-29T03:21:50.014Z,"32km NNW of Searles Valley, CA",earthquake,0.32,0.48,0.02,1,reviewed,ci,ci
2020-06-27T17:29:45.600Z,36.1198333,-117.921,3.29,-0.3,ml,5,222,0.0536,0.05,ci,ci37449221,2020-06-29T03:23:21.899Z,"9km NNE of Coso Junction, CA",earthquake,0.32,0.42,0.027,1,reviewed,ci,ci
2020-06-27T17:26:40.490Z,38.1498,-118.002,4.5,1,ml,12,106.97,0.033,0.09,nn,nn00754570,2020-06-27T17:32:06.681Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-06-27T17:25:22.380Z,38.1328,-118.0813,0.9,1.6,ml,13,116.74,0.038,0.03,nn,nn00754568,2020-06-27T17:29:06.188Z,"28 km S of Mina, Nevada",earthquake,,6.9,,,automatic,nn,nn
2020-06-27T17:24:36.760Z,51.8255,-177.8168,11.7,1.9,ml,,,,0.62,ak,ak02088bgpr5,2020-07-07T22:26:51.547Z,"81 km W of Adak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
